full_id,osm_id,osm_type,water,waterway,emergency,building:levels,aircraft:type,wikimedia_commons,wheelchair,ship:type,reservation,ref,opening_hours,historic,wetland,addr:street,addr:housenumber,addr:country,addr:city,building,artwork_type,source:name,leaf_cycle,layer,leaf_type,reservoir_type,landuse,wastewater,survey:date,fishing,oktmo:user,barrier,alt_name:ru,place,tidal,dock,covered,description,seasonal,local_name,access,name:es,old_name,name:it,int_name,loc_name,contact:website,operator,start_date,name:be,amenity,official_name,salt,intermittent,tourism,name:de,sport,alt_name,boat,wikipedia,wikidata,name:ru,name:en,type,natural,name:uk,name
w114711516,"114711516",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w114711524,"114711524",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w114711527,"114711527",way,,,,,,,,,,,,,marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetland,,
w118593622,"118593622",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w118593758,"118593758",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w122743551,"122743551",way,,,,,,"Category:B-396 (submarine, 1980)",no,submarine,required,B-396,"Tu-Su 15:00-18:00; Th 15:00-18:00,19:00-20:00",ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1981",,,,,,attraction,,,,,ru:Б-396 «Новосибирский комсомолец»,Q4073829,,Novosibirskiy Komsomolets Submarine,,,,Подводная лодка Новосибирский комсомолец
w122743553,"122743553",way,,,,,ground_effect_vehicle,Category:A-90 Orlyonok,no,,,A-90,,aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1972",,,,,,attraction,Orljonok,,,,ru:Орлёнок (экраноплан),Q277771,Орлёнок,Orlyonok Ekranoplan,,,,Экраноплан Орлёнок
w125452624,"125452624",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w127881292,"127881292",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Новодевичьи пруды,Q21643516,,,,water,Новодівичі ставки,Новодевичьи пруды
w130787035,"130787035",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Новокосинський ставок,Новокосинский пруд
w140563326,"140563326",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563327,"140563327",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563332,"140563332",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563333,"140563333",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563335,"140563335",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563338,"140563338",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140563348,"140563348",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140572509,"140572509",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140572513,"140572513",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140572526,"140572526",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w140670271,"140670271",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w143186689,"143186689",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w143604891,"143604891",way,,boatyard,,"1",,,,,,,,,,,,,,boathouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Яхт-клуб ""Пионер"""
w148464595,"148464595",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w148464597,"148464597",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w148465075,"148465075",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w148465076,"148465076",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w148465981,"148465981",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w148660031,"148660031",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w148660033,"148660033",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w151337556,"151337556",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w151851704,"151851704",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Великий Коньковський ставок,Большой Коньковский пруд
w151851729,"151851729",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Малий Коньківський ставок,Малый Коньковский пруд
w152208241,"152208241",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w152208244,"152208244",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w153396028,"153396028",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Мосфільмівський ставок,Мосфильмовский пруд
w153479194,"153479194",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w154326172,"154326172",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Медовый пруд,,,,,,,,,,,,,,,,,ru:Перекопский пруд,Q4350414,,,,water,Перекопський ставок,Перекопский пруд
w154326276,"154326276",way,pond,,,,,,,,,,,,,,,,,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Каховский пруд;пруд на Большой Юшуньской",,ru:Нижний Афонинский (Каховский) пруд,,,,,water,Нижній Афонінський ставок,Нижний Афонинский пруд
w155724811,"155724811",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w155762900,"155762900",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Знам'янський ставок,Верхний Знаменский пруд
w155762939,"155762939",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w155879695,"155879695",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Черневский пруд,,,water,Чернівський ставок,Черневский пруд
w158184540,"158184540",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w162568862,"162568862",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Троєкурівський ставок,Верхний Троекуровский пруд
w165466992,"165466992",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Італійський ставок,Итальянский пруд
w165467011,"165467011",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Большой Графский пруд,,,,,,,water,Веселка,Радуга
w190645711,"190645711",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695904,"191695904",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695905,"191695905",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695906,"191695906",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695907,"191695907",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695908,"191695908",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w191695909,"191695909",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w195742093,"195742093",way,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w196488979,"196488979",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w197021036,"197021036",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,retaining_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w201099709,"201099709",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w203777193,"203777193",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w204006630,"204006630",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w224294919,"224294919",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w224906207,"224906207",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w224906210,"224906210",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229535,"236229535",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229536,"236229536",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229537,"236229537",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229538,"236229538",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229539,"236229539",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229543,"236229543",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229545,"236229545",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229547,"236229547",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236229548,"236229548",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236233872,"236233872",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236233875,"236233875",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236233876,"236233876",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236233877,"236233877",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236233878,"236233878",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w236768579,"236768579",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,ставок Паць,пруд Пятачок
w243185179,"243185179",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250923931,"250923931",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250923940,"250923940",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250923942,"250923942",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951832,"250951832",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951836,"250951836",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951854,"250951854",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951859,"250951859",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951868,"250951868",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951900,"250951900",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w250951901,"250951901",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w252133154,"252133154",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w255409802,"255409802",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w260094109,"260094109",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w267227103,"267227103",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Кунцевський ставок,Кунцевский пруд
w274838725,"274838725",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w275950944,"275950944",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w276562648,"276562648",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w277502770,"277502770",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Гончарівський ставок,Гончаровский пруд
w288459644,"288459644",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w289882771,"289882771",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w292073347,"292073347",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w292462202,"292462202",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w294810898,"294810898",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Рузаєв ставок,Рузаев пруд
w299910796,"299910796",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grassland,,
w299910797,"299910797",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grassland,,
w299910799,"299910799",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grassland,,
w300602292,"300602292",way,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w302263922,"302263922",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w303143277,"303143277",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,,,,water,,
w304079135,"304079135",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w305119216,"305119216",way,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w305145871,"305145871",way,reflecting_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w305145876,"305145876",way,reflecting_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w305145878,"305145878",way,reflecting_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w311442700,"311442700",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w311683399,"311683399",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w338013230,"338013230",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w338017891,"338017891",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w338017892,"338017892",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w355353054,"355353054",way,,weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w356324957,"356324957",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324959,"356324959",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324961,"356324961",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324963,"356324963",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324965,"356324965",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324968,"356324968",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324970,"356324970",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324973,"356324973",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324975,"356324975",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324977,"356324977",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324982,"356324982",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324984,"356324984",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324986,"356324986",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324988,"356324988",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324990,"356324990",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324991,"356324991",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324995,"356324995",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356324998,"356324998",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325001,"356325001",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325003,"356325003",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325006,"356325006",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325008,"356325008",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325009,"356325009",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325012,"356325012",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325014,"356325014",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325016,"356325016",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325018,"356325018",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325019,"356325019",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325020,"356325020",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325022,"356325022",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325027,"356325027",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325029,"356325029",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325031,"356325031",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325033,"356325033",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325035,"356325035",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325037,"356325037",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325039,"356325039",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w356325041,"356325041",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
