full_id,osm_id,osm_type,water,waterway,emergency,building:levels,aircraft:type,wikimedia_commons,wheelchair,ship:type,reservation,ref,opening_hours,historic,wetland,addr:street,addr:housenumber,addr:country,addr:city,building,artwork_type,source:name,leaf_cycle,layer,leaf_type,reservoir_type,landuse,wastewater,survey:date,fishing,oktmo:user,barrier,alt_name:ru,place,tidal,dock,covered,description,seasonal,local_name,access,name:es,old_name,name:it,int_name,loc_name,contact:website,operator,start_date,name:be,amenity,official_name,salt,intermittent,tourism,name:de,sport,alt_name,boat,wikipedia,wikidata,name:ru,name:en,type,natural,name:uk,name
w27780731,"27780731",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w27790851,"27790851",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w27791787,"27791787",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Східний Востряківський ставок,Восточный Востряковский пруд
w27791790,"27791790",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Західний Востряковський ставок,Западный Востряковский пруд
w27930643,"27930643",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пруд бывшего села Тропарёво,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Тропарівський,Тропарёвский
w27941170,"27941170",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Богданівський ставок,Богдановский пруд
w28276167,"28276167",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Михалківський ставок,Нижний Михалковский пруд
w28276168,"28276168",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Михалківський ставок,Верхний Михалковский пруд
w28341192,"28341192",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Бірюлівський ставок,Нижний Бирюлёвский пруд
w28341233,"28341233",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Герценский пруд,Q4137569,,,,water,Герценський ставок,Герценский пруд
w28759113,"28759113",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w28820354,"28820354",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Мещерский пруд,Q18404705,,,,water,Мещерський ставок,Мещёрский пруд
w28855742,"28855742",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Качаловський ставок,Нижний Качаловский пруд
w28855939,"28855939",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Великий Качаловський ставок,Большой Качаловский пруд
w28856064,"28856064",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w28856294,"28856294",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Качаловський ставок,Верхний Качаловский пруд
w29031388,"29031388",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Новогиреївський ставок,Новогиреевский пруд
w29031435,"29031435",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Федеративный пруд,,,,,,,,,,,,,water,Котячий ставок,Кошачий пруд
w29277587,"29277587",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нижний Перекопский пруд,,ru:Пруд на Керченской улице,Q4382417,,,,water,Середній ставок,Средний пруд
w29325392,"29325392",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w29693163,"29693163",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Італійський ставок,Итальянский пруд
w30159321,"30159321",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Чернівський ставок,Нижний Черневский пруд
w30177459,"30177459",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній ставок на Гвоздянці,Верхний пруд на Гвоздянке
w30177460,"30177460",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Середній ставок на Гвоздянці,Средний пруд на Гвоздянке
w30177625,"30177625",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Нижний пруд на Гвоздянке,,,,,,,water,Великий ставок на Гвоздянку,Большой пруд на Гвоздянке
w30291823,"30291823",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,пруд МГСУ,,,,,,,water,Великий Лосиноостровський ставок,Большой Лосиноостровский пруд
w30426804,"30426804",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w30426812,"30426812",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w30615541,"30615541",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Спаський ставок,Спасский пруд
w30650873,"30650873",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w32285109,"32285109",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,пруд Красный Казанец,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w32694438,"32694438",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w32718536,"32718536",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w34417760,"34417760",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w35550689,"35550689",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fountain,,,,,,,,,,,Похищение Европы,,,water,Викрадення Європи,Похищение Европы
w35668415,"35668415",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://park.sokolniki.com/activities/72/,,,,,,,,,,,,,ru:Путяевские пруды,Q4384451,,,,water,6-й Путяєвський ставок,6-й Путяевский пруд
w35668420,"35668420",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://park.sokolniki.com/activities/72/,,,,,,,,,,,,,ru:Путяевские пруды,Q4384451,,,,water,5-й Путяєвський ставок,5-й Путяевский пруд
w36746107,"36746107",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Грачівський ставок,Грачёвский пруд
w37082755,"37082755",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній та Нижній Мосфільмівські ставки,Верхний и Нижний Мосфильмовские пруды
w37432345,"37432345",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Пруд расположен в пойме ручья (реки) Ивница, заключённого в подземный коллектор. Площадь 0,35 га. Удерживается забетонированной дамбой. С рогозовым болотом в верховьях. Вдоль восточного берега проходит подземный коллектор, в который осуществляется сток.",,,,,,,,,,,,,,,,,,,,,no,,,,,,water,,
w37496709,"37496709",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w37496710,"37496710",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w37760861,"37760861",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,Потішний острів,Потешный остров
w37760862,"37760862",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w37761213,"37761213",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Собачий ставок,Собачий пруд
w37867543,"37867543",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w38027568,"38027568",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Терехівський ставок,Тереховский пруд
w38582307,"38582307",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Наришкінський ставок,Нарышкинский пруд
w38583833,"38583833",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w39343300,"39343300",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,water,,
w39898935,"39898935",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Іванівський ставок,Нижний Ивановский пруд
w40121185,"40121185",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Щибровський ставок,Верхний Щибровский пруд
w40121187,"40121187",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Нижній Щибровський ставок,Нижний Щибровский пруд
w40520070,"40520070",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w40520071,"40520071",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w40533209,"40533209",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Південний Татарівський ставок,Южный Татаровский пруд
w40533210,"40533210",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Східний Татарівський ставок,Восточный Татаровский пруд
w40533211,"40533211",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Західний Татарівський ставок,Западный Татаровский пруд
w40813035,"40813035",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w41818104,"41818104",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w41977099,"41977099",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Западный Чагинский пруд-болото,,,,,,,water,Мишкін ставок,Мишкин пруд
w42092571,"42092571",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w42092728,"42092728",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w43401941,"43401941",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Леонівський ставок,Леоновский пруд
w43997219,"43997219",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Ставок на вулиці Весняних вод,Пруд по улице Вешних вод
w44699418,"44699418",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Верхній Салтиківський ставок,Верхний Салтыковский пруд
w45255883,"45255883",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Заводський ставок,Заводской пруд
w46891824,"46891824",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://park.sokolniki.com/activities/72/,,,,,,,,,,,,,ru:Путяевские пруды,Q4384451,,,,water,4-й Путяєвський ставок,4-й Путяевский пруд
w46891827,"46891827",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Оленьи пруды,Q19915753,,,,water,Нижній Травневий ставок,Нижний Майский пруд
w46891828,"46891828",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru:Оленьи пруды,Q19915753,,,,water,Верхній Травневий ставок,Верхний Майский пруд
w47377159,"47377159",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,water,Біловезький ставок,Беловежский пруд
w48673053,"48673053",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48673355,"48673355",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48677062,"48677062",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48678012,"48678012",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Семёновский пруд,,,,,,,water,Білий ставок,Белый пруд
w48684257,"48684257",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48684396,"48684396",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48684504,"48684504",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48684775,"48684775",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48684778,"48684778",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48894624,"48894624",way,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w48946728,"48946728",way,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,островок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w49786217,"49786217",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,islet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w50342633,"50342633",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w50342634,"50342634",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w50342635,"50342635",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w50342636,"50342636",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w50342837,"50342837",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,Ставок Блюдце,Пруд Блюдце
w50342838,"50342838",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q13667967,,,,water,Нижній Коломенський ставок,Нижний Коломенский пруд
w50342839,"50342839",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q13667965,,,,water,Верхній Колом'янський ставок,Верхний Коломенский пруд
w51140793,"51140793",way,,,,,,,,,,,,,,,,,,,,,,,broadleaved,,,,,,,,,islet,,,,,,,,,,,,остров Собачий,,,,,,,,,,,,,,,,,,,wood,,
w51254123,"51254123",way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,
w51872279,"51872279",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51872280,"51872280",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51872282,"51872282",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51872283,"51872283",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51872316,"51872316",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51872328,"51872328",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w51960894,"51960894",way,pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
w52549229,"52549229",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549235,"52549235",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549236,"52549236",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549243,"52549243",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549244,"52549244",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549245,"52549245",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549247,"52549247",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549248,"52549248",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549249,"52549249",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549250,"52549250",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549251,"52549251",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549252,"52549252",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549254,"52549254",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549255,"52549255",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549256,"52549256",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549257,"52549257",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549258,"52549258",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549261,"52549261",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549262,"52549262",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549263,"52549263",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549264,"52549264",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549265,"52549265",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549266,"52549266",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549267,"52549267",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549268,"52549268",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549269,"52549269",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549270,"52549270",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549271,"52549271",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549272,"52549272",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549273,"52549273",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549274,"52549274",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549275,"52549275",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549439,"52549439",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549440,"52549440",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549442,"52549442",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549443,"52549443",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549444,"52549444",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549445,"52549445",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549446,"52549446",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549447,"52549447",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549448,"52549448",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549449,"52549449",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549450,"52549450",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549451,"52549451",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549452,"52549452",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549453,"52549453",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549454,"52549454",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549458,"52549458",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549459,"52549459",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549460,"52549460",way,wastewater,,,,,,,,,,,,,,,,,,,,,,,,basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w52549462,"52549462",way,reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,,
